"person" "exercise" "timebodyacceleration-mean-x" "timebodyacceleration-mean-y" "timebodyacceleration-mean-z" "timebodyacceleration-std-x" "timebodyacceleration-std-y" "timebodyacceleration-std-z" "timegravityacceleration-mean-x" "timegravityacceleration-mean-y" "timegravityacceleration-mean-z" "timegravityacceleration-std-x" "timegravityacceleration-std-y" "timegravityacceleration-std-z" "timebodyaccelerationjerk-mean-x" "timebodyaccelerationjerk-mean-y" "timebodyaccelerationjerk-mean-z" "timebodyaccelerationjerk-std-x" "timebodyaccelerationjerk-std-y" "timebodyaccelerationjerk-std-z" "timebodygyro-mean-x" "timebodygyro-mean-y" "timebodygyro-mean-z" "timebodygyro-std-x" "timebodygyro-std-y" "timebodygyro-std-z" "timebodygyrojerk-mean-x" "timebodygyrojerk-mean-y" "timebodygyrojerk-mean-z" "timebodygyrojerk-std-x" "timebodygyrojerk-std-y" "timebodygyrojerk-std-z" "timebodyaccelerationmagnitude-mean" "timebodyaccelerationmagnitude-std" "timegravityaccelerationmagnitude-mean" "timegravityaccelerationmagnitude-std" "timebodyaccelerationjerkmagnitude-mean" "timebodyaccelerationjerkmagnitude-std" "timebodygyromagnitude-mean" "timebodygyromagnitude-std" "timebodygyrojerkmagnitude-mean" "timebodygyrojerkmagnitude-std" "frequencybodyacceleration-mean-x" "frequencybodyacceleration-mean-y" "frequencybodyacceleration-mean-z" "frequencybodyacceleration-std-x" "frequencybodyacceleration-std-y" "frequencybodyacceleration-std-z"
16 "WALKING_DOWNSTAIRS" 0.277887440374317 0.0209505498016667 0.111578079226776 0.721944736488251 0.651134222521858 0.621338439335246 0.780003736631148 0.203479605560109 0.353766046819126 0.971156432131148 0.964727519945355 0.945426530486339 0.12811832215 0.067962612296582 0.100083989482637 0.731584236184699 0.735080198043716 0.76812568358224 0.0973558083490164 0.107019939699727 0.125925588842076 0.799534450491803 0.810124133715847 0.738269005338798 0.11904155782071 0.0611623401929235 0.0807181160432514 0.858298719153005 0.86957312057377 0.837039926065574 0.665450403430027 0.694668925781421 0.665450403430027 0.694668925781421 0.725246870486339 0.723798074547814 0.718168775628415 0.78482286579235 0.860446372459016 0.87480016568306 0.715342241570765 0.67281015776765 0.669160102727541 0.72551535803776 0.662296422083333 0.618179297361749
17 "SITTING" 0.27344147274375 0.0226487416610313 0.110502903610219 0.608312167679906 0.536806161000375 0.61810114818125 0.7569786528125 0.2947796547125 0.301207953651562 0.9695361643125 0.9570481696875 0.94542101409375 0.146789106654375 0.088270953476625 0.0895417210236875 0.642476072078125 0.62324544127625 0.78668123990625 0.108705893226925 0.109563816601806 0.119737734211969 0.7250048879375 0.73173270325 0.681002221107187 0.131708699129062 0.0765977120731562 0.0849095052924062 0.75779255871875 0.80093311453125 0.7804575046875 0.557699184117063 0.617092151935313 0.557699184117063 0.617092151935313 0.652287373726563 0.650972348480312 0.630723535111719 0.71559290114375 0.78281769309375 0.80013424171875 0.612781814460844 0.553740275813031 0.67938986181875 0.61376664538375 0.54518373688125 0.615954209840312
17 "WALKING_DOWNSTAIRS" 0.277950050208333 0.0197247467829167 0.109786077604167 0.992370654583333 0.965205728333333 0.976352307916667 0.901097859791667 0.185555911125 0.284880580416667 0.986674910208333 0.970555891666667 0.973160545416667 0.0740394237708333 0.017354380364375 0.0115495921454167 0.993627979375 0.987195772291667 0.991061698958333 0.0281652071208333 0.0841297706395833 0.0937536148541667 0.985719333333333 0.985762623125 0.985666489166667 0.099654922875 0.04014061866625 0.0538357996375 0.992357467708333 0.993025651041667 0.993543291041667 0.97810887125 0.97465493875 0.97810887125 0.97465493875 0.992407460833333 0.991481431666667 0.979459900833333 0.980494326458333 0.994575164583333 0.99273415625 0.992157217708333 0.973701284375 0.982664512083333 0.992433994583333 0.962714830416667 0.974056181875
18 "SITTING" 0.27795824 0.01793475747 0.110021546 0.991705206333333 0.939095257 0.950753017666667 0.962581161666667 0.180018835666667 0.0783976787 0.995679798333333 0.97557713 0.973759297333333 0.0756560724 0.0212182266033333 0.0129807126526667 0.989808125333333 0.968781037 0.989064151666667 0.0286238086866667 0.0744458279666667 0.0854533145 0.950461505666667 0.977660980333333 0.962330311666667 0.0981970214 0.0397930495333333 0.053319608 0.976198165666667 0.991806091 0.982765702666667 0.963685834333333 0.964222192 0.963685834333333 0.964222192 0.984336614 0.983733639666667 0.951887812 0.947942481333333 0.986611885 0.986354497333333 0.990052909 0.949811015333333 0.972738081666667 0.992469808333333 0.937087901 0.943508302333333
18 "STANDING" 0.276177377784431 0.0208163795438692 0.107953019988623 0.667932305209581 0.599095553763473 0.679216670329341 0.780655250688623 0.332218207919162 0.255637329086826 0.978742766586826 0.968999955598802 0.958147490299401 0.116787354492515 0.0764938822691168 0.0679736095865653 0.711725557065868 0.711788469131737 0.834520665329341 0.0975385589300898 0.109658347006497 0.108868952988024 0.791426443721557 0.759370761556886 0.72614680991018 0.112190313552096 0.0662919077452096 0.0802326531577246 0.830920002934132 0.874371824640719 0.825666964760479 0.630947459700599 0.665011683643713 0.630947459700599 0.665011683643713 0.73320719751497 0.723788786335329 0.693434577904192 0.760315278287425 0.84851863011976 0.879781879790419 0.689453051047904 0.637957449640719 0.742231387634731 0.660489537904192 0.605510423961078 0.672541676278443
19 "SITTING" 0.270957536761111 0.0240296606656417 0.118343363549383 0.71726911185025 0.71196231045375 0.695527416248611 0.788898470833333 0.384337780222222 0.33573657251175 0.958290447861111 0.95925383425 0.94180028475 0.146237154073361 0.0955605792011431 0.0887275941976361 0.726275481481694 0.689600665822778 0.749317547603611 0.103667013267182 0.131158359943333 0.119996205422028 0.710104198426111 0.707070190360306 0.666469760200278 0.16087073615 0.0995698959901944 0.114472296795194 0.692360863407222 0.778923048053889 0.720334802568417 0.70525132842975 0.69463329756925 0.70525132842975 0.69463329756925 0.708746239623611 0.721376157700278 0.682650475293333 0.683735767291389 0.73133485757 0.764510000115278 0.711625237138028 0.707325686800222 0.70693431242125 0.721506435004167 0.690722668299861 0.702326497551111
2 "WALKING" 0.273113115788079 0.0224837811049007 0.115649958175497 0.629947003377152 0.550443575482781 0.619152274230464 0.822823949006622 0.386474393038556 0.235837864836424 0.963015508245033 0.960033560165563 0.945365383907285 0.129106990997781 0.11444937632553 0.0980012063196358 0.609846410881457 0.564596853810596 0.741885388311258 0.10947192541947 0.124594928341391 0.130115385662252 0.71093330317351 0.722943674337748 0.649977551262914 0.126361810125828 0.0682773040791391 0.0973902297089404 0.677240152635762 0.783595466728477 0.677554437541391 0.568724841584768 0.620506796842384 0.568724841584768 0.620506796842384 0.60540842556457 0.588490108283444 0.615733614707053 0.683395828741722 0.746559539039735 0.74263009407947 0.614961137895033 0.552144701489768 0.636852294005629 0.639387549637748 0.549653715019205 0.629978100086755
20 "LAYING" 0.275800488910256 0.0235326343274359 0.105948595341026 0.575381745202564 0.761775297852564 0.639730168647436 0.762511383596154 0.471877727211538 0.121107911150321 0.962301386025641 0.951149621217949 0.943657000576923 0.139650497096154 0.143740413290833 0.0799424321954295 0.591366809588462 0.671309295371795 0.738913456730769 0.138573611862756 0.18271263279 0.107437253143974 0.660480668557692 0.586245577496859 0.635181571061538 0.143691140499295 0.122214072124359 0.133661590933333 0.653186069490385 0.649569447692308 0.590811469730769 0.581450089771949 0.574550292878205 0.581450089771949 0.574550292878205 0.585569711658974 0.582838507471603 0.581246510278205 0.551432297228205 0.628358045198718 0.65307636871282 0.578623782495513 0.709885510648333 0.67195587225 0.582605117536538 0.746610612757051 0.65088931224359
20 "STANDING" 0.273849959919192 0.0248590873479293 0.1116620377 0.674015289360606 0.680493779832828 0.636487937712121 0.847544817575758 0.35500557030303 0.238626177515152 0.963797166212121 0.953576080606061 0.93887359689899 0.141311239036364 0.120587692143485 0.102022629295828 0.66885754724697 0.675499376033333 0.75401945230303 0.0898587261363636 0.133027757848535 0.127090946975758 0.711405237545455 0.645763295237374 0.621342436965657 0.137235007217677 0.0972357348181818 0.0971035410030303 0.733941115257576 0.716776209106061 0.718551943939394 0.628604724491414 0.657846845111111 0.628604724491414 0.657846845111111 0.67186812689596 0.656966680090404 0.603783352884849 0.632965014625657 0.730864782378788 0.708854251612121 0.663188747449495 0.677008101247475 0.662759660623232 0.681198046521616 0.667325300067677 0.646735388191919
21 "SITTING" 0.277466525522059 0.0206475226286765 0.109759474877696 0.722134462818627 0.676380570923064 0.674258356563725 0.722694711406863 0.364642675183824 0.336238623446078 0.965586634460784 0.969330818455882 0.953093993308823 0.124337969738971 0.0831577082359897 0.0710354706058088 0.712484179208726 0.677769517987973 0.782247904168971 0.0931483955990833 0.140029348272966 0.127677272459314 0.79617228689951 0.765057760637255 0.718266997641716 0.119619568298039 0.069925452414402 0.101363548358358 0.792483156720588 0.815859336004902 0.812017312181373 0.675942671377696 0.718506728553922 0.675942671377696 0.718506728553922 0.70592896018848 0.707717445212255 0.694380563541176 0.761303119652451 0.807817403137255 0.82408989995098 0.720350083669608 0.663131921894118 0.712615814783088 0.724516508029412 0.669735922034314 0.676000607877206
22 "SITTING" 0.279241531908081 0.0218422597353182 0.110699459741919 0.725672140593939 0.701482202017525 0.719165341207576 0.802574337626263 0.326225072575758 0.245352220823889 0.970886422525252 0.964866300237374 0.945237536671717 0.134362086529798 0.0860059681365656 0.0689036282740909 0.702172945837374 0.704949609495455 0.811609738686869 0.0958045707947475 0.11490241165202 0.102926170876768 0.743170551461616 0.836307422323232 0.720618809515152 0.125253768641414 0.0623841807722222 0.0956652870191919 0.760885591313131 0.898549452979798 0.790942774393939 0.722828280294545 0.701890822970707 0.722828280294545 0.701890822970707 0.697047312419697 0.703723987086667 0.704427115747475 0.734072790769192 0.838758636363636 0.862669919242424 0.715989856009091 0.695375041107071 0.750810842838384 0.738075775474747 0.69292773989899 0.724313656441919
22 "STANDING" 0.267565895829268 0.0292905260226911 0.110601010269919 0.532642908875366 0.546260082674797 0.553426645417886 0.788357488617886 0.343342735105691 0.331189179593496 0.938572531056911 0.945332926779675 0.929170545691057 0.159256403695041 0.13739667868561 0.113815539439431 0.509878729700813 0.541755599713008 0.678143433821138 0.138415254402439 0.144926808439837 0.1290141336 0.61995655048374 0.699934248861789 0.547955275764228 0.156641215103984 0.0886224890933333 0.13355091527187 0.625212511333333 0.797747537235772 0.663925946674797 0.544735076780488 0.503982299339675 0.544735076780488 0.503982299339675 0.504813344664228 0.511004082368699 0.531541815247154 0.587907204525203 0.723727568292683 0.768258152845528 0.526463429077236 0.540329680398374 0.58511773696748 0.547845300307317 0.520140343993496 0.571995980918699
23 "STANDING" 0.273506034802151 0.0245489967203226 0.111216265918038 0.646453453925538 0.587114678748817 0.599162461542742 0.81389827155914 0.199710961839785 0.342415430424086 0.964393040295699 0.960318907096774 0.934236146612903 0.151326912828468 0.0898510734083307 0.118451414963876 0.668275189701344 0.630963815093548 0.634620613505349 0.0942334636766936 0.101071688832661 0.120427424945565 0.759372237284946 0.648963971801075 0.62022730045457 0.12953193685914 0.111512515090591 0.103993348029086 0.728692138333333 0.690526652831989 0.740518145887097 0.581483058597581 0.633018547480323 0.581483058597581 0.633018547480323 0.630348311219892 0.653317683393817 0.578682823299893 0.634649781303226 0.655318994629839 0.689267993787527 0.660628291404839 0.596302494827957 0.609499559751344 0.64725386542043 0.591191689177876 0.573806088580027
24 "LAYING" 0.276916906627297 0.0217702769174331 0.108399206795276 0.676376109921522 0.586251698150656 0.638178048979003 0.830776871496063 0.271197726283465 0.238737662698688 0.975329699658793 0.96089816664042 0.955724566194226 0.118180020994488 0.0804787626188268 0.0808206412555171 0.74030054488189 0.68681342012021 0.737168781913386 0.104185400840157 0.0960774226152231 0.116862058795013 0.776199049939633 0.763365457296588 0.708251676335958 0.120513965386824 0.0655840042811024 0.0859504583774278 0.764540847568504 0.792718702440945 0.796816516614173 0.620945051073228 0.65681525517664 0.620945051073228 0.65681525517664 0.713667423769029 0.692680772800525 0.682447212750656 0.742983126606299 0.791646550787402 0.788997850813648 0.70775196744357 0.616204817103412 0.658045921676378 0.669094713711076 0.595889010167192 0.655749448475066
25 "STANDING" 0.286504489196088 0.0504665465461614 0.138885065992665 0.716264537547677 0.54168184668044 0.649236228325183 0.836985569755501 0.254696381061125 0.251775887996748 0.950017091344743 0.921039713437653 0.897838036090465 0.112820900922861 0.0970777087024205 0.0973518996387017 0.79682335007335 0.722502919364303 0.860669382640587 0.119826749358435 0.103593880511516 0.121344252137579 0.683954609557457 0.752261013276284 0.74741022 0.135369127342836 0.0663997273533007 0.0858249769231785 0.768682473178484 0.902628080757946 0.831848667286064 0.597166725132029 0.664138465982885 0.597166725132029 0.664138465982885 0.783445354474328 0.780451867848411 0.6259574171489 0.685199302730807 0.849630706259169 0.872776184449878 0.748416509682152 0.600667220806846 0.738509947579462 0.705223686579951 0.541880163114914 0.633997147283863
26 "STANDING" 0.275829470592092 0.0238822891117066 0.110039972239796 0.668610966632653 0.602829524029337 0.70498062744898 0.856039546709184 0.294678307719388 0.236428548153214 0.96781789994898 0.960109703742347 0.955643363545918 0.137656838446939 0.0722635695582908 0.0630789046639949 0.683418003976276 0.683025624622962 0.778349460841837 0.0930325286586735 0.0988049734932653 0.108667666576658 0.766673970339286 0.800675471045918 0.703347205619898 0.115804733762041 0.0673120201022194 0.0940672747313214 0.733842230680612 0.836112175331633 0.773101524821429 0.632382001124745 0.658742432859694 0.632382001124745 0.658742432859694 0.694946065012755 0.678851461458673 0.694597662936224 0.751833690215051 0.798325916709184 0.818279112908163 0.668384150054847 0.624853204888265 0.724046087155612 0.672489791798469 0.612124925949235 0.718490475765306
27 "LAYING" 0.277798919328859 0.019341239936695 0.112793436121812 0.625256782080537 0.546799242232886 0.608693193181208 0.83026308614094 0.279328552842282 0.317147884216107 0.971679845234899 0.969891146979866 0.956568824597315 0.14471331242349 0.0743168210571779 0.0958410693722215 0.635721967906711 0.59755769916057 0.729557309630873 0.134541835303792 0.107401138956242 0.145682121948993 0.746817766728188 0.754439610369128 0.599158283050336 0.115807234843634 0.0712402414386913 0.0958217319463087 0.776155496711409 0.796468156174497 0.727982409261745 0.568917227047987 0.639244220885906 0.568917227047987 0.639244220885906 0.628459073578859 0.626473630702013 0.62299085494396 0.699473970962416 0.778275050167785 0.796244747537248 0.629935183538255 0.562547378310403 0.647159237832215 0.62574431759396 0.56821119804094 0.620141790812081
27 "STANDING" 0.275223067435897 0.0176748262653846 0.106305500810256 0.990276643846154 0.972196177948718 0.969969877692308 0.858005536923077 0.237124382038462 0.220780527077771 0.985853734871795 0.982492101538462 0.969254340641026 0.0767283254358974 0.0176204488012821 0.0130294281264103 0.991831534358974 0.985056905 0.990225417948718 0.0324471173435897 0.0893304109423077 0.107509656938462 0.987584196794872 0.983939928846154 0.977847181794872 0.0966434086025641 0.0402708483974359 0.0552969402846154 0.992694551282051 0.993396012564103 0.992933121025641 0.980278693846154 0.973689910897436 0.980278693846154 0.973689910897436 0.990332891538461 0.990626418974359 0.966683888076923 0.973304104615385 0.994198412051282 0.993732153205128 0.990202906025641 0.975155754871795 0.978848418461538 0.990398788205128 0.971690637564103 0.967165568461538
28 "LAYING" 0.277532554764398 0.0224846254665183 0.109984717369634 0.682546593576963 0.616803682489529 0.685821415026178 0.82914361947644 0.278476699324607 0.31069292449712 0.973873328062827 0.960365626256545 0.946225637251309 0.136219746853927 0.0858172254363351 0.0746007531162461 0.6914550151911 0.674280035526178 0.800870581884817 0.105076696959084 0.11372776093539 0.121561896783508 0.740276591873298 0.742162869573298 0.67069168070445 0.125617721410471 0.0691008017793979 0.0981526891441099 0.72300575734712 0.825038783246073 0.769755981125654 0.639372565008115 0.670940384437435 0.639372565008115 0.670940384437435 0.696385581486911 0.69692952043377 0.657549586149738 0.711450613143717 0.78929494326178 0.805738383010471 0.680413869886911 0.63616331562801 0.715134474431937 0.684082079437173 0.620442079594974 0.695767279528796
29 "LAYING" 0.279111521944767 0.0217348281999419 0.109326254388663 0.622089434693314 0.608439158800552 0.637635891557849 0.822186806715116 0.264821249053488 0.209003317842209 0.973282885843023 0.964643161017442 0.941621790232558 0.160424131174593 0.100099969022384 0.0792450806778227 0.628806045140203 0.648955396065756 0.793746797790698 0.113937460063619 0.103240573397093 0.102958542463343 0.74406464518343 0.65183167101686 0.713864583982558 0.119648572256948 0.0849792291588663 0.0950227137683139 0.736117664139535 0.853639613139535 0.770221314302326 0.594383553510756 0.621713874272384 0.594383553510756 0.621713874272384 0.664638587967442 0.627963479169186 0.624140683581046 0.680814471243314 0.802293906366279 0.840156364186047 0.61577177649468 0.610442402350291 0.680547675465116 0.626143776584593 0.635333749287878 0.661094523682558
3 "WALKING" 0.27485335083871 0.0265018038538123 0.109197462450211 0.63511405772434 0.51899959933695 0.655761146917889 0.795726527184751 0.369889988894399 0.195558355058358 0.966457565630499 0.9445645371261 0.926966278211144 0.127751392193021 0.102414825325044 0.081676973804371 0.647913090445748 0.580153202934311 0.796066240234604 0.109905298098974 0.117987665111144 0.122197504242111 0.706135299983285 0.76302218170088 0.709483440322581 0.126562372974487 0.0664514813653959 0.084746834545044 0.690303136642229 0.842659862111437 0.743319025592375 0.575865843919619 0.600844321702933 0.575865843919619 0.600844321702933 0.65511769714956 0.618129693217302 0.645882167653959 0.687472996070381 0.784056656246334 0.80366136372434 0.641052546653666 0.538898745196188 0.699656828592375 0.634778997316129 0.526585054733138 0.660596877768328
30 "LAYING" 0.276918562009138 0.0263466901036815 0.109140281694256 0.630131202558747 0.533663716694778 0.54709625581389 0.82287200156658 0.262303426063859 0.20590510621588 0.974319118563969 0.952288292767624 0.92943263464752 0.126986124151697 0.0970003001503655 0.10571622755605 0.680214564565274 0.667532744201828 0.781644485013055 0.112392133159556 0.116117117546736 0.0987995750392167 0.674089300872063 0.560062154382507 0.590176758347258 0.128602676758747 0.106462812316084 0.10193426084705 0.780636429556136 0.79894807305483 0.76322854691906 0.552873587960444 0.607185803111488 0.552873587960444 0.607185803111488 0.697232070598956 0.66803171618329 0.529943834618251 0.591168147569191 0.785870931331593 0.810398514673629 0.645323179544648 0.574926680386162 0.635083149903394 0.626045148606475 0.539009417035248 0.556093297609765
